"Laboratorio","Provincia","Cantón","Rango","Sexo","N dosis","Periodo","Cantidad"
"PFIZER INC - USA","SAN JOSE","ESCAZU","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","25"
"PFIZER INC - USA","SAN JOSE","ESCAZU","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","43"
"PFIZER INC - USA","SAN JOSE","ESCAZU","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","9"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","23"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","15"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","19"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","24"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","20"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","11"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","11"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","22"
"PFIZER INC - USA","SAN JOSE","ESCAZU","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","14"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","278"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","363"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","13"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","273"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","11"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","8"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","237"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","295"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","12"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","235"
"PFIZER INC - USA","SAN JOSE","ESCAZU","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","30"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","232"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","408"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","72"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","33"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","632"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","14"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","192"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","294"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","49"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","471"
"PFIZER INC - USA","SAN JOSE","ESCAZU","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV1 - PRIMER DOSIS VIDA","1-2021","22"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","113"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","59"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","17"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","21"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","165"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","M","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","60"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","21"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","4"
"PFIZER INC - USA","SAN JOSE","ESCAZU","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","80"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","M","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","12-2020","3"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","4"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","6"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","9"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","22"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","156"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","50"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","57"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","12"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","90"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","82"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","86"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","10"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","15"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","102"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","58"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","30"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","10"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","55"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","61"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","72"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","38"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","271"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","130"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","108"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","39"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","167"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","141"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","195"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","20"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","189"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","68"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","62"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","17"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","92"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","114"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","105"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","12-2020","22"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","189"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","73"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","55"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","15"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","91"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","121"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","98"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","11"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","12-2020","26"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","142"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","2-2021","52"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","3-2021","40"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","4-2021","15"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","62"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","102"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","78"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","12-2020","17"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","1-2021","136"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","2-2021","66"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","3-2021","34"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","4-2021","22"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","70"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","86"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","82"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","12-2020","11"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","98"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","52"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","43"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","41"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","64"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","76"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","12-2020","9"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","60"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","92"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","589"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","557"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","16"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","52"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","475"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","102"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","12-2020","8"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","61"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","57"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","393"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","443"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","26"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","43"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","324"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","55"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","12-2020","19"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","61"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","211"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","914"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","445"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","34"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","44"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","897"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","183"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","12-2020","10"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","32"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","164"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","695"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","338"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","18"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","25"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","671"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","154"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","12-2020","32"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","110"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","423"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","758"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","137"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","63"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","80"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1115"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","39"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","12-2020","12"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","50"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","237"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","462"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","85"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","20"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","43"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","667"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","SAN JOSE","GOICOECHEA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","12-2020","21"
